LastUpdatedTime,Location Name,Address,Postal Code,Latitude,Longitude,Operator,Charging Point Name,Position,Operating Hours,CP Status,Plug Type,Current,Power Rating (kW),Price,Price Type,EV CP ID,EV ID Status
2026-09-09 13:30:00,CLARKE QUAY,3E RIVER VALLEY ROAD SINGAPORE 179024,179024,1.290314,103.846728,SP MOBILITY PTE. LTD.,CLARKE QUAY,L4 49,,1,Type 2,AC,22,0.8066,kWh,R114859D-001,1
2026-09-09 13:30:00,CLARKE QUAY,3E RIVER VALLEY ROAD SINGAPORE 179024,179024,1.290314,103.846728,SP MOBILITY PTE. LTD.,CLARKE QUAY,L4 50,,1,Type 2,AC,22,0.8066,kWh,R114861R-001,1
2026-09-09 13:30:00,CLARKE QUAY,3E RIVER VALLEY ROAD SINGAPORE 179024,179024,1.290314,103.846728,SP MOBILITY PTE. LTD.,CLARKE QUAY,L4 51 & 52,,1,Combo 2,DC,50,0.8938,kWh,R114858R-001,1
2026-09-09 13:30:00,CLARKE QUAY,3E RIVER VALLEY ROAD SINGAPORE 179024,179024,1.290314,103.846728,SP MOBILITY PTE. LTD.,CLARKE QUAY,L4 51 & 52,,1,Combo 2,DC,50,0.8938,kWh,R114858R-002,1
2026-09-09 13:30:00,BLK 142A PASIR RIS STREET 11 MULTI STOREY CAR PARK,142A PASIR RIS STREET 11 SINGAPORE 511142,511142,1.362839,103.959758,STRIDES YTL PTE. LTD.,BLK 142A PASIR RIS STREET 11 MULTI STOREY CAR PARK,L3A 129,,0,Type 2,AC,7.4,0.6980,kWh,R122902D-001,0
2026-09-09 13:30:00,BLK 142A PASIR RIS STREET 11 MULTI STOREY CAR PARK,142A PASIR RIS STREET 11 SINGAPORE 511142,511142,1.362839,103.959758,STRIDES YTL PTE. LTD.,BLK 142A PASIR RIS STREET 11 MULTI STOREY CAR PARK,L3A 127,,1,Type 2,AC,7.4,0.6980,kWh,R122900G-001,1
2026-09-09 13:30:00,BLK 142A PASIR RIS STREET 11 MULTI STOREY CAR PARK,142A PASIR RIS STREET 11 SINGAPORE 511142,511142,1.362839,103.959758,STRIDES YTL PTE. LTD.,BLK 142A PASIR RIS STREET 11 MULTI STOREY CAR PARK,L3A 128,,1,Type 2,AC,7.4,0.6980,kWh,R122901R-001,1
2026-09-09 13:30:00,BLK 207A BISHAN STREET 23,207A BISHAN STREET 23 SINGAPORE 571207,571207,1.355154,103.848309,SP MOBILITY PTE. LTD.,BLK 207A BISHAN STREET 23,L3B 123,,1,Type 2,AC,7.4,0.6976,kWh,R124122G-001,1
2026-09-09 13:30:00,BLK 207A BISHAN STREET 23,207A BISHAN STREET 23 SINGAPORE 571207,571207,1.355154,103.848309,SP MOBILITY PTE. LTD.,BLK 207A BISHAN STREET 23,L3B 122,,1,Type 2,AC,7.4,0.6976,kWh,R124121C-001,1
2026-09-09 13:30:00,BLK 207A BISHAN STREET 23,207A BISHAN STREET 23 SINGAPORE 571207,571207,1.355154,103.848309,SP MOBILITY PTE. LTD.,BLK 207A BISHAN STREET 23,L3B 124,,1,Type 2,AC,7.4,0.6976,kWh,R124123R-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 6,,1,Type 2,AC,7,0.6950,kWh,R112711R-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 11,,1,Type 2,AC,7,0.6950,kWh,R112716K-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 5,,1,Type 2,AC,7,0.6950,kWh,R112710G-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 1,,1,Type 2,AC,7,0.6950,kWh,R112706C-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 8,,1,Type 2,AC,7,0.6950,kWh,R112713H-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 7,,1,Type 2,AC,7,0.6950,kWh,R112712D-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 3,,1,Type 2,AC,7,0.6950,kWh,R112708R-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 9,,1,Type 2,AC,7,0.6950,kWh,R112714A-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 4,,1,Type 2,AC,7,0.6950,kWh,R112709D-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 2,,1,Type 2,AC,7,0.6950,kWh,R112707G-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 12,,1,Type 2,AC,7,0.6950,kWh,R112717B-001,1
2026-09-09 13:30:00,BLK 111/132 BUKIT BATOK WEST AVENUE 6,113 BUKIT BATOK WEST AVENUE 6 SINGAPORE 650113,650113,1.349872,103.746309,COMFORTDELGRO ENGIE PTE. LTD.,BLK 111/132 BUKIT BATOK WEST AVENUE 6,L1 10,,1,Type 2,AC,7,0.6950,kWh,R112715E-001,1
2026-09-09 13:30:00,BLK 640A JURONG WEST STREET 61 MULTI STOREY CAR PARK,640A JURONG WEST STREET 61 SINGAPORE 641640,641640,1.339733,103.696043,COMFORTDELGRO ENGIE PTE. LTD.,BLK 640A JURONG WEST STREET 61 MULTI STOREY CAR PARK,L3 159,,1,Type 2,AC,7.4,0.6950,kWh,R101213Z-001,1
2026-09-09 13:30:00,BLK 640A JURONG WEST STREET 61 MULTI STOREY CAR PARK,640A JURONG WEST STREET 61 SINGAPORE 641640,641640,1.339733,103.696043,COMFORTDELGRO ENGIE PTE. LTD.,BLK 640A JURONG WEST STREET 61 MULTI STOREY CAR PARK,L3 160,,1,Type 2,AC,7.4,0.6950,kWh,R101216R-001,1
2026-09-09 13:30:00,BLK 640A JURONG WEST STREET 61 MULTI STOREY CAR PARK,640A JURONG WEST STREET 61 SINGAPORE 641640,641640,1.339733,103.696043,COMFORTDELGRO ENGIE PTE. LTD.,BLK 640A JURONG WEST STREET 61 MULTI STOREY CAR PARK,L3 161,,1,Type 2,AC,7.4,0.6950,kWh,R101217D-001,1
2026-09-09 13:30:00,CHENG SAN PLACE,556 ANG MO KIO AVENUE 10 SINGAPORE 560556,560556,1.372032,103.857625,COMFORTDELGRO ENGIE PTE. LTD.,CHENG SAN PLACE,L1 77A,,1,Type 2,AC,7,0.6950,kWh,R118326R-001,1
2026-09-09 13:30:00,CHENG SAN PLACE,556 ANG MO KIO AVENUE 10 SINGAPORE 560556,560556,1.372032,103.857625,COMFORTDELGRO ENGIE PTE. LTD.,CHENG SAN PLACE,L1 76,,1,Type 2,AC,7,0.6950,kWh,R118325G-001,1
2026-09-09 13:30:00,CHENG SAN PLACE,556 ANG MO KIO AVENUE 10 SINGAPORE 560556,560556,1.372032,103.857625,COMFORTDELGRO ENGIE PTE. LTD.,CHENG SAN PLACE,L1 77B,,1,Type 2,AC,7,0.6950,kWh,R118327D-001,1
2026-09-09 13:30:00,BLK 558/560 ANG MO KIO STREET 54,558 ANG MO KIO AVENUE 10 SINGAPORE 560558,560558,1.371029,103.859417,SHELL SINGAPORE PTE. LTD.,BLK 558/560 ANG MO KIO STREET 54,L1 43,,0,Type 2,AC,7,0.6900,kWh,R108119R-001,0
2026-09-09 13:30:00,BLK 558/560 ANG MO KIO STREET 54,558 ANG MO KIO AVENUE 10 SINGAPORE 560558,560558,1.371029,103.859417,SHELL SINGAPORE PTE. LTD.,BLK 558/560 ANG MO KIO STREET 54,L1 41,,1,Type 2,AC,7,0.6900,kWh,R108115F-001,1
2026-09-09 13:30:00,BLK 558/560 ANG MO KIO STREET 54,558 ANG MO KIO AVENUE 10 SINGAPORE 560558,560558,1.371029,103.859417,SHELL SINGAPORE PTE. LTD.,BLK 558/560 ANG MO KIO STREET 54,L1 42,,1,Type 2,AC,7,0.6900,kWh,R108118G-001,1
2026-09-09 13:30:00,BLK 555/559 ANG MO KIO STREET 54 CHENG SAN PLACE,559 ANG MO KIO AVENUE 10 SINGAPORE 560559,560559,1.37133,103.857797,COMFORTDELGRO ENGIE PTE. LTD.,BLK 555/559 ANG MO KIO STREET 54 CHENG SAN PLACE,L1 -,,1,Type 2,AC,3.7,0.6950,kWh,R101704R-001,1
2026-09-09 13:30:00,BLK 555/559 ANG MO KIO STREET 54 CHENG SAN PLACE,559 ANG MO KIO AVENUE 10 SINGAPORE 560559,560559,1.37133,103.857797,COMFORTDELGRO ENGIE PTE. LTD.,BLK 555/559 ANG MO KIO STREET 54 CHENG SAN PLACE,L1 -,,1,Type 2,AC,3.7,0.6950,kWh,R101702C-002,1
2026-09-09 13:30:00,BLK 555/559 ANG MO KIO STREET 54 CHENG SAN PLACE,559 ANG MO KIO AVENUE 10 SINGAPORE 560559,560559,1.37133,103.857797,COMFORTDELGRO ENGIE PTE. LTD.,BLK 555/559 ANG MO KIO STREET 54 CHENG SAN PLACE,L1 -,,1,Type 2,AC,3.7,0.6950,kWh,R101702C-001,1
2026-09-09 13:30:00,BLK 555/559 ANG MO KIO STREET 54 CHENG SAN PLACE,559 ANG MO KIO AVENUE 10 SINGAPORE 560559,560559,1.37133,103.857797,COMFORTDELGRO ENGIE PTE. LTD.,BLK 555/559 ANG MO KIO STREET 54 CHENG SAN PLACE,L1 -,,1,Type 2,AC,3.7,0.6950,kWh,R101704R-002,1
2026-09-09 13:30:00,BLK 5 CHANGI VILLAGE ROAD,5 CHANGI VILLAGE ROAD SINGAPORE 500005,500005,1.389983,103.986487,STRIDES YTL PTE. LTD.,BLK 5 CHANGI VILLAGE ROAD,L1 5,,1,Type 2,AC,7.4,0.6980,kWh,R117678Z-001,1
2026-09-09 13:30:00,BLK 5 CHANGI VILLAGE ROAD,5 CHANGI VILLAGE ROAD SINGAPORE 500005,500005,1.389983,103.986487,STRIDES YTL PTE. LTD.,BLK 5 CHANGI VILLAGE ROAD,L1 3,,1,Type 2,AC,7.4,0.6980,kWh,R117676B-001,1
2026-09-09 13:30:00,BLK 5 CHANGI VILLAGE ROAD,5 CHANGI VILLAGE ROAD SINGAPORE 500005,500005,1.389983,103.986487,STRIDES YTL PTE. LTD.,BLK 5 CHANGI VILLAGE ROAD,L1 4,,1,Type 2,AC,7.4,0.6980,kWh,R117677F-001,1
2026-09-09 13:30:00,SHELL NEWTON HOPPER,150 BUKIT TIMAH ROAD SINGAPORE 229846,229846,1.311305,103.843175,SHELL SINGAPORE PTE. LTD.,SHELL NEWTON HOPPER,L01 INSIDE SHELL STATION,,0,Type 2,AC,43,0.8000,kWh,R107742Z-002,
2026-09-09 13:30:00,SHELL NEWTON HOPPER,150 BUKIT TIMAH ROAD SINGAPORE 229846,229846,1.311305,103.843175,SHELL SINGAPORE PTE. LTD.,SHELL NEWTON HOPPER,L01 INSIDE SHELL STATION,,0,Combo 2,DC,50,0.8900,kWh,R107742Z-001,0
2026-09-09 13:30:00,BLK 410 FERNVALE ROAD ANG MO KIO TOWN COUNCIL (FERNVALE OFFICE),410 FERNVALE ROAD SINGAPORE 790410,790410,1.390316,103.876533,SHELL SINGAPORE PTE. LTD.,BLK 410 FERNVALE ROAD ANG MO KIO TOWN COUNCIL (FERNVALE OFFICE),L3 155,,0,Type 2,AC,7,0.6900,kWh,R106647D-001,0
2026-09-09 13:30:00,BLK 410 FERNVALE ROAD ANG MO KIO TOWN COUNCIL (FERNVALE OFFICE),410 FERNVALE ROAD SINGAPORE 790410,790410,1.390316,103.876533,SHELL SINGAPORE PTE. LTD.,BLK 410 FERNVALE ROAD ANG MO KIO TOWN COUNCIL (FERNVALE OFFICE),L3 153,,0,Type 2,AC,7,0.6900,kWh,R106646R-001,0
2026-09-09 13:30:00,BLK 410 FERNVALE ROAD ANG MO KIO TOWN COUNCIL (FERNVALE OFFICE),410 FERNVALE ROAD SINGAPORE 790410,790410,1.390316,103.876533,SHELL SINGAPORE PTE. LTD.,BLK 410 FERNVALE ROAD ANG MO KIO TOWN COUNCIL (FERNVALE OFFICE),L3 154,,1,Type 2,AC,7,0.6900,kWh,R106648H-001,1
2026-09-09 13:30:00,BLK 638A JURONG WEST STREET 61 MULTI STOREY CAR PARK,638A JURONG WEST STREET 61 SINGAPORE 641638,641638,1.342013,103.697582,COMFORTDELGRO ENGIE PTE. LTD.,BLK 638A JURONG WEST STREET 61 MULTI STOREY CAR PARK,L3 98,,1,Type 2,AC,7.4,0.6950,kWh,R103682R-001,1
2026-09-09 13:30:00,BLK 638A JURONG WEST STREET 61 MULTI STOREY CAR PARK,638A JURONG WEST STREET 61 SINGAPORE 641638,641638,1.342013,103.697582,COMFORTDELGRO ENGIE PTE. LTD.,BLK 638A JURONG WEST STREET 61 MULTI STOREY CAR PARK,L3 100,,1,Type 2,AC,7.4,0.6950,kWh,R103684H-001,1
2026-09-09 13:30:00,BLK 638A JURONG WEST STREET 61 MULTI STOREY CAR PARK,638A JURONG WEST STREET 61 SINGAPORE 641638,641638,1.342013,103.697582,COMFORTDELGRO ENGIE PTE. LTD.,BLK 638A JURONG WEST STREET 61 MULTI STOREY CAR PARK,L3 99,,0,Type 2,AC,7.4,0.6950,kWh,R103683D-001,0
2026-09-09 13:30:00,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,991 UPPER JURONG ROAD SINGAPORE 630991,630991,1.335681,103.692442,CHARGE+ PTE. LTD.,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,L3B 158 & 159,,1,Type 2,AC,7.4,0.6490,kWh,R112780E-001,1
2026-09-09 13:30:00,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,991 UPPER JURONG ROAD SINGAPORE 630991,630991,1.335681,103.692442,CHARGE+ PTE. LTD.,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,L3B 158 & 159,,1,Type 2,AC,7.4,0.6490,kWh,R112780E-002,1
2026-09-09 13:30:00,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,991 UPPER JURONG ROAD SINGAPORE 630991,630991,1.335681,103.692442,CHARGE+ PTE. LTD.,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,L3B 155 & 156,,1,Type 2,AC,7.4,0.6490,kWh,R112779B-002,1
2026-09-09 13:30:00,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,991 UPPER JURONG ROAD SINGAPORE 630991,630991,1.335681,103.692442,CHARGE+ PTE. LTD.,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,L3B 155 & 156,,1,Type 2,AC,7.4,0.6490,kWh,R112779B-001,1
2026-09-09 13:30:00,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,991 UPPER JURONG ROAD SINGAPORE 630991,630991,1.335681,103.692442,CHARGE+ PTE. LTD.,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,L3B 145 & 146,,1,Type 2,AC,7.4,0.6490,kWh,R112778K-002,1
2026-09-09 13:30:00,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,991 UPPER JURONG ROAD SINGAPORE 630991,630991,1.335681,103.692442,CHARGE+ PTE. LTD.,BLK 991 UPPER JURONG ROAD JURONG WEST JEWEL,L3B 145 & 146,,1,Type 2,AC,7.4,0.6490,kWh,R112778K-001,1
2026-09-09 13:30:00,BLK 124 TO 128 GEYLANG EAST AVENUE 1,87 GEYLANG EAST AVENUE 1 SINGAPORE 389753,389753,1.317501,103.887363,SP MOBILITY PTE. LTD.,BLK 124 TO 128 GEYLANG EAST AVENUE 1,L1 497,,0,Type 2,AC,7.4,0.6278,kWh,R112066D-001,0
2026-09-09 13:30:00,BLK 124 TO 128 GEYLANG EAST AVENUE 1,87 GEYLANG EAST AVENUE 1 SINGAPORE 389753,389753,1.317501,103.887363,SP MOBILITY PTE. LTD.,BLK 124 TO 128 GEYLANG EAST AVENUE 1,L1 221,,0,Type 2,AC,7.4,0.6278,kWh,R112067H-001,0
2026-09-09 13:30:00,BLK 124 TO 128 GEYLANG EAST AVENUE 1,87 GEYLANG EAST AVENUE 1 SINGAPORE 389753,389753,1.317501,103.887363,SP MOBILITY PTE. LTD.,BLK 124 TO 128 GEYLANG EAST AVENUE 1,L1 219,,0,Type 2,AC,7.4,0.6278,kWh,R112064G-001,0
2026-09-09 13:30:00,JTC CLEANTECH TWO @ CLEANTECH PARK,3 CLEANTECH LOOP SINGAPORE 637143,637143,1.355231,103.693447,COMFORTDELGRO ENGIE PTE. LTD.,JTC CLEANTECH TWO @ CLEANTECH PARK,B1 70,,0,Type 2,AC,22,0.6950,kWh,R102526K-001,0
2026-09-09 13:30:00,JTC CLEANTECH TWO @ CLEANTECH PARK,3 CLEANTECH LOOP SINGAPORE 637143,637143,1.355231,103.693447,COMFORTDELGRO ENGIE PTE. LTD.,JTC CLEANTECH TWO @ CLEANTECH PARK,B1 69,,1,Type 2,AC,22,0.6950,kWh,R102524A-001,1
2026-09-09 13:30:00,JTC CLEANTECH TWO @ CLEANTECH PARK,3 CLEANTECH LOOP SINGAPORE 637143,637143,1.355231,103.693447,COMFORTDELGRO ENGIE PTE. LTD.,JTC CLEANTECH TWO @ CLEANTECH PARK,B1 68,,0,Type 2,AC,22,0.6950,kWh,R102523H-001,0
2026-09-09 13:30:00,JTC CLEANTECH TWO @ CLEANTECH PARK,3 CLEANTECH LOOP SINGAPORE 637143,637143,1.355231,103.693447,COMFORTDELGRO ENGIE PTE. LTD.,JTC CLEANTECH TWO @ CLEANTECH PARK,B1 67,,1,Type 2,AC,22,0.6950,kWh,R102522D-001,1
2026-09-09 13:30:00,BLK 417 FERNVALE LINK FERNVALE RIVERWALK,417 FERNVALE LINK SINGAPORE 790417,790417,1.391572,103.879899,SP MOBILITY PTE. LTD.,BLK 417 FERNVALE LINK FERNVALE RIVERWALK,L3A 45,,1,Type 2,AC,7.4,0.6278,kWh,R104277D-001,1
2026-09-09 13:30:00,BLK 417 FERNVALE LINK FERNVALE RIVERWALK,417 FERNVALE LINK SINGAPORE 790417,790417,1.391572,103.879899,SP MOBILITY PTE. LTD.,BLK 417 FERNVALE LINK FERNVALE RIVERWALK,L3A 44,,1,Type 2,AC,7.4,0.6278,kWh,R104276R-001,1
2026-09-09 13:30:00,BLK 417 FERNVALE LINK FERNVALE RIVERWALK,417 FERNVALE LINK SINGAPORE 790417,790417,1.391572,103.879899,SP MOBILITY PTE. LTD.,BLK 417 FERNVALE LINK FERNVALE RIVERWALK,L3A 43,,1,Type 2,AC,7.4,0.6278,kWh,R104275G-001,1
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,TESLA MOTORS SINGAPORE PRIVATE LIMITED,ONE HOLLAND VILLAGE,"B2 - Lot 415,416,417,418

Zone 11B",,1,Combo 2,DC,250,0.8500,kWh,R117721A-002,0
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,TESLA MOTORS SINGAPORE PRIVATE LIMITED,ONE HOLLAND VILLAGE,"B2 - Lot 415,416,417,418

Zone 11B",,1,Combo 2,DC,250,0.8500,kWh,R117721A-001,1
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,TESLA MOTORS SINGAPORE PRIVATE LIMITED,ONE HOLLAND VILLAGE,"B2 - Lot 415,416,417,418

Zone 11B",,1,Combo 2,DC,250,0.8500,kWh,R117721A-003,1
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,TESLA MOTORS SINGAPORE PRIVATE LIMITED,ONE HOLLAND VILLAGE,"B2 - Lot 415,416,417,418

Zone 11B",,1,Combo 2,DC,250,0.8500,kWh,R117721A-004,1
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,SP MOBILITY PTE. LTD.,ONE HOLLAND VILLAGE,B1 154,,0,Type 2,AC,22,0.8066,kWh,R109684B-001,0
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,SP MOBILITY PTE. LTD.,ONE HOLLAND VILLAGE,B1 183,,1,Type 2,AC,22,0.8066,kWh,R109685F-001,1
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,SP MOBILITY PTE. LTD.,ONE HOLLAND VILLAGE,B1 196,,1,Type 2,AC,22,0.8066,kWh,R110754E-001,1
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,SP MOBILITY PTE. LTD.,ONE HOLLAND VILLAGE,B1 195,,0,Type 2,AC,22,0.8066,kWh,R110753A-001,0
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,SP MOBILITY PTE. LTD.,ONE HOLLAND VILLAGE,"B1 193 , 194",,1,Combo 2,DC,100,0.8938,kWh,R109681A-001,1
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,SP MOBILITY PTE. LTD.,ONE HOLLAND VILLAGE,"B1 193 , 194",,1,Combo 2,DC,100,0.8938,kWh,R109681A-002,1
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,SP MOBILITY PTE. LTD.,ONE HOLLAND VILLAGE,B1 184,,1,Type 2,AC,22,0.8066,kWh,R115340B-001,1
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,SP MOBILITY PTE. LTD.,ONE HOLLAND VILLAGE,"B1 191 , 192",,1,Combo 2,DC,100,0.8938,kWh,R109678A-002,1
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,SP MOBILITY PTE. LTD.,ONE HOLLAND VILLAGE,"B1 191 , 192",,1,Combo 2,DC,100,0.8938,kWh,R109678A-001,0
2026-09-09 13:30:00,ONE HOLLAND VILLAGE,7 HOLLAND VILLAGE WAY SINGAPORE 275748,275748,1.311049,103.794146,SP MOBILITY PTE. LTD.,ONE HOLLAND VILLAGE,B1 153,,0,Type 2,AC,22,0.8066,kWh,R109682E-001,0
2026-09-09 13:30:00,CLEANTECH ONE,1 CLEANTECH LOOP SINGAPORE 637141,637141,1.355398,103.692379,COMFORTDELGRO ENGIE PTE. LTD.,CLEANTECH ONE,L1 21,,1,Type 2,AC,22,0.6950,kWh,R102515Z-001,1
2026-09-09 13:30:00,CLEANTECH ONE,1 CLEANTECH LOOP SINGAPORE 637141,637141,1.355398,103.692379,COMFORTDELGRO ENGIE PTE. LTD.,CLEANTECH ONE,L1 43,,0,Type 2,AC,22,0.6950,kWh,R102518R-001,0
2026-09-09 13:30:00,CLEANTECH ONE,1 CLEANTECH LOOP SINGAPORE 637141,637141,1.355398,103.692379,COMFORTDELGRO ENGIE PTE. LTD.,CLEANTECH ONE,L1 42,,0,Type 2,AC,22,0.6950,kWh,R102517G-001,0
2026-09-09 13:30:00,CLEANTECH ONE,1 CLEANTECH LOOP SINGAPORE 637141,637141,1.355398,103.692379,COMFORTDELGRO ENGIE PTE. LTD.,CLEANTECH ONE,L1 20,,1,Type 2,AC,22,0.6950,kWh,R102514F-001,1
2026-09-09 13:30:00,GERMAN CENTRE,25 INTERNATIONAL BUSINESS PARK SINGAPORE 609916,609916,1.3252,103.746377,SP MOBILITY PTE. LTD.,GERMAN CENTRE,B1 43,,0,Type 2,AC,22,0.7521,kWh,R105420Z-001,0
2026-09-09 13:30:00,BLK 413 FERNVALE LINK CORAL VALE,413 FERNVALE LINK SINGAPORE 790413,790413,1.389445,103.878212,SP MOBILITY PTE. LTD.,BLK 413 FERNVALE LINK CORAL VALE,L3A 219,,1,Type 2,AC,7.4,0.6278,kWh,R102268D-001,1
2026-09-09 13:30:00,BLK 413 FERNVALE LINK CORAL VALE,413 FERNVALE LINK SINGAPORE 790413,790413,1.389445,103.878212,SP MOBILITY PTE. LTD.,BLK 413 FERNVALE LINK CORAL VALE,L3A 220,,1,Type 2,AC,7.4,0.6278,kWh,R102269H-001,1
2026-09-09 13:30:00,BLK 413 FERNVALE LINK CORAL VALE,413 FERNVALE LINK SINGAPORE 790413,790413,1.389445,103.878212,SP MOBILITY PTE. LTD.,BLK 413 FERNVALE LINK CORAL VALE,L3A 221,,0,Type 2,AC,7.4,0.6278,kWh,R102270R-001,0
2026-09-09 13:30:00,BLK 635A JURONG WEST STREET 65,635A JURONG WEST STREET 65 SINGAPORE 641635,641635,1.342401,103.69877,COMFORTDELGRO ENGIE PTE. LTD.,BLK 635A JURONG WEST STREET 65,L5 323,,1,Type 2,AC,7.4,0.6950,kWh,R101312R-001,1
2026-09-09 13:30:00,BLK 635A JURONG WEST STREET 65,635A JURONG WEST STREET 65 SINGAPORE 641635,641635,1.342401,103.69877,COMFORTDELGRO ENGIE PTE. LTD.,BLK 635A JURONG WEST STREET 65,L5 322,,1,Type 2,AC,7.4,0.6950,kWh,R101311G-001,1
